tick,num_agents,vocab_size,num_alliances,num_groups,passed_norms,open_proposals,total_research,total_votes,avg_energy,graph_density,longest_word_survival
1,20,32,0,0,0,0,0,0,99.75,0.015789473684210527,0
2,20,85,0,0,0,0,3,0,99.5,0.02631578947368421,1
3,20,147,0,0,0,0,9,0,99.25,0.02631578947368421,2
4,20,182,0,0,0,0,15,0,99.0,0.031578947368421054,3
5,20,210,0,0,0,0,18,0,98.75,0.03684210526315789,4
6,20,231,0,0,0,0,21,0,98.5,0.042105263157894736,5
7,20,247,0,0,0,0,24,0,98.25,0.042105263157894736,6
8,20,293,0,0,0,0,27,0,98.0,0.04736842105263158,7
9,20,311,0,0,0,0,33,0,97.75,0.04736842105263158,8
10,20,330,0,0,0,0,42,0,97.5,0.04736842105263158,9
11,20,365,0,0,0,0,48,0,97.25,0.04736842105263158,10
12,20,393,0,0,0,0,54,0,97.0,0.04736842105263158,11
13,20,406,0,0,0,1,63,0,96.75,0.04736842105263158,12
14,20,419,0,0,0,1,66,0,96.5,0.04736842105263158,13
15,20,435,0,0,0,1,69,1,96.25,0.04736842105263158,14
16,20,449,0,0,0,1,69,1,96.0,0.04736842105263158,15
17,20,464,0,0,0,1,75,1,95.775,0.04736842105263158,16
18,20,476,0,0,0,1,84,2,95.525,0.04736842105263158,17
19,20,492,0,0,0,1,90,2,95.3,0.04736842105263158,18
20,20,497,0,0,0,2,93,2,95.05,0.04736842105263158,19
21,20,516,0,0,0,2,96,4,94.8,0.04736842105263158,20
22,20,533,0,0,0,2,99,4,94.55,0.04736842105263158,21
23,20,537,0,0,0,2,102,5,94.3,0.04736842105263158,22
24,20,539,0,0,0,2,105,6,94.05,0.04736842105263158,23
25,20,544,0,0,0,2,108,9,93.8,0.04736842105263158,24
26,20,549,0,0,0,2,108,11,93.575,0.04736842105263158,25
27,20,571,0,0,0,2,108,11,93.325,0.04736842105263158,26
28,20,579,0,0,0,2,108,14,93.075,0.04736842105263158,27
29,20,594,0,0,0,2,114,16,92.825,0.04736842105263158,28
30,20,602,0,0,0,2,117,19,92.575,0.04736842105263158,29
31,20,613,0,0,0,2,117,21,92.325,0.04736842105263158,30
32,20,621,0,0,0,2,117,24,92.075,0.04736842105263158,31
33,20,626,0,0,0,2,123,26,91.825,0.04736842105263158,32
34,20,636,0,0,0,2,126,28,91.575,0.04736842105263158,33
35,20,650,0,0,0,2,129,29,91.325,0.04736842105263158,34
36,20,669,0,0,0,2,132,30,91.075,0.04736842105263158,35
37,20,680,0,0,0,2,135,31,90.825,0.04736842105263158,36
38,20,685,0,0,0,2,135,33,90.575,0.04736842105263158,37
39,20,692,0,0,0,2,141,35,90.325,0.04736842105263158,38
40,20,693,0,0,0,2,147,37,90.075,0.04736842105263158,39
41,20,702,0,0,0,2,153,39,89.825,0.04736842105263158,40
42,20,703,0,0,0,2,156,41,89.575,0.04736842105263158,41
43,20,717,0,0,0,2,159,42,89.325,0.04736842105263158,42
44,20,724,0,0,0,2,162,44,89.075,0.04736842105263158,43
45,20,728,0,0,0,2,165,47,88.825,0.04736842105263158,44
46,20,737,0,0,0,2,168,49,88.575,0.04736842105263158,45
47,20,743,0,0,0,2,171,50,88.325,0.04736842105263158,46
48,20,753,0,0,0,2,174,52,88.075,0.04736842105263158,47
49,20,758,0,0,0,2,180,53,87.825,0.04736842105263158,48
50,20,768,0,0,0,2,183,55,87.575,0.04736842105263158,49
