tick,num_agents,vocab_size,num_alliances,num_groups,passed_norms,open_proposals,total_research,total_votes,avg_energy,graph_density,longest_word_survival
1,20,34,0,0,0,0,0,0,99.5,0.02631578947368421,0
2,20,87,0,0,0,0,3,0,99.0,0.03684210526315789,1
3,20,125,0,0,0,0,6,0,98.5,0.042105263157894736,2
4,20,157,0,0,0,0,9,0,98.0,0.042105263157894736,3
5,20,176,0,0,0,0,9,0,97.5,0.042105263157894736,4
6,20,196,0,0,0,0,12,0,97.0,0.04736842105263158,5
7,20,233,0,0,0,0,12,0,96.5,0.05263157894736842,6
8,20,274,0,0,0,0,15,0,96.0,0.05789473684210526,7
9,20,332,0,0,0,0,18,0,95.5,0.05789473684210526,8
10,20,379,0,0,0,0,24,0,95.0,0.05789473684210526,9
11,20,406,0,0,0,0,27,0,94.5,0.05789473684210526,10
12,20,441,0,0,0,0,33,0,94.0,0.05789473684210526,11
13,20,471,0,0,0,0,33,0,93.5,0.05789473684210526,12
14,20,501,0,0,0,0,36,0,93.0,0.05789473684210526,13
15,20,534,0,0,0,0,39,0,92.5,0.05789473684210526,14
16,20,565,0,0,0,0,42,0,92.0,0.05789473684210526,15
17,20,590,0,0,0,0,42,0,91.5,0.05789473684210526,16
18,20,615,0,0,0,0,42,0,91.0,0.06315789473684211,17
19,20,649,0,0,0,0,42,0,90.5,0.06315789473684211,18
20,20,674,0,0,0,0,42,0,90.0,0.06315789473684211,19
21,20,716,0,0,0,0,45,0,89.5,0.06315789473684211,20
22,20,756,0,0,0,0,48,0,89.0,0.06315789473684211,21
23,20,802,0,0,0,0,48,0,88.5,0.06315789473684211,22
24,20,826,0,0,0,0,48,0,88.0,0.06315789473684211,23
25,20,871,0,0,0,0,48,0,87.5,0.06315789473684211,24
26,20,900,0,0,0,0,48,0,87.0,0.06315789473684211,25
27,20,942,0,0,0,0,48,0,86.5,0.06315789473684211,26
28,20,981,0,0,0,0,51,0,86.0,0.06315789473684211,27
29,20,1026,0,0,0,0,51,0,85.5,0.06315789473684211,28
30,20,1067,0,0,0,0,51,0,85.0,0.06315789473684211,29
31,20,1103,0,0,0,0,54,0,84.5,0.06315789473684211,30
32,20,1134,0,0,0,0,57,0,84.0,0.06315789473684211,31
33,20,1166,0,0,0,0,57,0,83.5,0.06315789473684211,32
34,20,1200,0,0,0,0,57,0,83.0,0.06315789473684211,33
35,20,1233,0,0,0,0,57,0,82.5,0.06842105263157895,34
36,20,1266,0,0,0,0,57,0,82.0,0.06842105263157895,35
37,20,1316,0,0,0,0,60,0,81.5,0.06842105263157895,36
38,20,1352,0,0,0,0,63,0,81.0,0.06842105263157895,37
39,20,1386,0,1,0,0,66,0,80.5,0.06842105263157895,38
40,20,1416,0,1,0,0,69,0,80.0,0.06842105263157895,39
41,20,1445,0,1,0,0,69,0,79.5,0.06842105263157895,40
42,20,1470,0,1,0,0,72,0,79.0,0.06842105263157895,41
43,20,1502,0,1,0,0,75,0,78.5,0.06842105263157895,42
44,20,1529,0,1,0,0,78,0,78.0,0.06842105263157895,43
45,20,1553,0,1,0,0,78,0,77.5,0.06842105263157895,44
46,20,1571,0,1,0,0,81,0,77.0,0.06842105263157895,45
47,20,1597,0,1,0,0,84,0,76.5,0.06842105263157895,46
48,20,1631,0,1,0,0,87,0,76.0,0.06842105263157895,47
49,20,1657,0,1,0,0,90,0,75.5,0.06842105263157895,48
50,20,1672,0,1,0,0,93,0,75.0,0.06842105263157895,49
