tick,num_agents,vocab_size,num_alliances,num_groups,passed_norms,open_proposals,total_research,total_votes,avg_energy,graph_density,longest_word_survival
1,20,13,0,0,0,0,0,0,99.75,0.005263157894736842,0
2,20,54,0,0,0,0,0,0,99.5,0.021052631578947368,1
3,20,88,0,0,0,0,0,0,99.25,0.021052631578947368,2
4,20,127,0,0,0,0,0,0,99.0,0.03684210526315789,3
5,20,153,0,0,0,0,0,0,98.75,0.042105263157894736,4
6,20,190,0,0,0,0,3,0,98.5,0.042105263157894736,5
7,20,216,0,0,0,0,3,0,98.25,0.042105263157894736,6
8,20,235,0,0,0,0,6,0,98.0,0.042105263157894736,7
9,20,259,0,0,0,0,9,0,97.75,0.042105263157894736,8
10,20,271,0,0,0,0,9,0,97.5,0.042105263157894736,9
11,20,305,0,0,0,0,12,0,97.25,0.042105263157894736,10
12,20,321,0,0,0,0,12,0,97.0,0.042105263157894736,11
13,20,335,0,0,0,0,15,0,96.75,0.042105263157894736,12
14,20,352,0,0,0,0,18,0,96.5,0.042105263157894736,13
15,20,362,0,0,0,1,21,0,96.25,0.042105263157894736,14
16,20,379,0,0,0,1,21,0,96.0,0.042105263157894736,15
17,20,393,0,0,0,1,24,0,95.75,0.042105263157894736,16
18,20,415,0,0,0,1,24,0,95.5,0.042105263157894736,17
19,20,432,0,0,0,1,24,0,95.25,0.042105263157894736,18
20,20,450,0,0,0,1,27,0,95.0,0.042105263157894736,19
21,20,474,0,0,0,1,30,0,94.75,0.042105263157894736,20
22,20,498,0,0,0,2,33,1,94.5,0.042105263157894736,21
23,20,525,0,0,0,2,33,4,94.25,0.042105263157894736,22
24,20,542,0,0,0,2,36,7,94.0,0.042105263157894736,23
25,20,564,0,0,0,2,36,8,93.75,0.042105263157894736,24
26,20,581,0,0,0,2,39,9,93.5,0.042105263157894736,25
27,20,606,0,0,0,2,39,10,93.25,0.042105263157894736,26
28,20,624,0,0,0,2,39,12,93.0,0.042105263157894736,27
29,20,635,0,0,0,2,45,13,92.75,0.042105263157894736,28
30,20,653,0,0,0,2,48,15,92.5,0.04736842105263158,29
31,20,666,0,0,0,2,51,16,92.25,0.04736842105263158,30
32,20,695,0,0,0,2,51,17,92.0,0.04736842105263158,31
33,20,710,0,0,0,2,51,20,91.75,0.04736842105263158,32
34,20,725,0,0,0,2,54,21,91.5,0.04736842105263158,33
35,20,736,0,0,0,2,57,24,91.25,0.04736842105263158,34
36,20,759,0,0,0,2,60,26,91.0,0.04736842105263158,35
37,20,776,0,0,0,2,63,28,90.75,0.04736842105263158,36
38,20,800,0,0,0,2,66,30,90.5,0.04736842105263158,37
39,20,814,0,0,0,2,69,31,90.25,0.04736842105263158,38
40,20,835,0,0,0,2,69,32,90.0,0.04736842105263158,39
41,20,855,0,0,0,2,69,34,89.75,0.04736842105263158,40
42,20,873,0,0,0,2,72,35,89.5,0.04736842105263158,41
43,20,902,0,0,0,2,75,36,89.25,0.04736842105263158,42
44,20,913,0,0,0,2,75,38,89.0,0.04736842105263158,43
45,20,932,0,0,0,2,78,39,88.75,0.04736842105263158,44
46,20,940,0,0,0,2,81,42,88.5,0.04736842105263158,45
47,20,958,0,0,0,2,84,43,88.25,0.04736842105263158,46
48,20,975,0,0,0,3,87,45,88.0,0.04736842105263158,47
49,20,986,0,0,0,3,90,49,87.75,0.04736842105263158,48
50,20,997,0,0,0,3,93,50,87.5,0.04736842105263158,49
