tick,num_agents,vocab_size,num_alliances,num_groups,passed_norms,open_proposals,total_research,total_votes,avg_energy,graph_density,longest_word_survival
1,20,33,0,0,0,0,0,0,99.75,0.010526315789473684,0
2,20,77,0,0,0,0,6,0,99.5,0.015789473684210527,1
3,20,112,0,0,0,0,6,0,99.25,0.02631578947368421,2
4,20,131,0,0,0,0,6,0,99.0,0.02631578947368421,3
5,20,165,0,0,0,0,6,0,98.75,0.031578947368421054,4
6,20,189,0,0,0,0,9,0,98.5,0.031578947368421054,5
7,20,206,0,0,0,2,9,0,98.25,0.031578947368421054,6
8,20,227,0,0,0,2,12,1,98.0,0.03684210526315789,7
9,20,245,0,0,0,2,15,3,97.75,0.03684210526315789,8
10,20,263,0,0,0,2,18,4,97.5,0.03684210526315789,9
11,20,292,0,0,0,2,21,4,97.25,0.03684210526315789,10
12,20,298,0,0,0,2,24,5,97.0,0.03684210526315789,11
13,20,329,0,0,0,2,30,5,96.75,0.042105263157894736,12
14,20,333,0,0,0,2,33,6,96.5,0.042105263157894736,13
15,20,347,0,0,0,2,36,6,96.25,0.042105263157894736,14
16,20,374,0,0,0,2,42,6,96.0,0.042105263157894736,15
17,20,384,0,0,0,2,48,6,95.75,0.042105263157894736,16
18,20,390,0,0,0,2,51,6,95.5,0.042105263157894736,17
19,20,407,0,0,0,2,54,7,95.25,0.042105263157894736,18
20,20,419,0,0,0,3,60,8,95.0,0.042105263157894736,19
21,20,432,0,0,0,3,60,9,94.75,0.042105263157894736,20
22,20,449,0,0,0,3,66,10,94.5,0.042105263157894736,21
23,20,453,0,0,0,3,69,13,94.25,0.042105263157894736,22
24,20,461,0,0,0,3,72,16,94.0,0.042105263157894736,23
25,20,469,0,0,0,3,75,18,93.75,0.042105263157894736,24
26,20,469,0,0,0,3,81,21,93.5,0.042105263157894736,25
27,20,477,0,0,0,3,81,22,93.25,0.042105263157894736,26
28,20,490,0,0,0,3,87,24,93.0,0.042105263157894736,27
29,20,497,0,0,0,3,90,28,92.75,0.042105263157894736,28
30,20,500,0,0,0,3,96,31,92.5,0.042105263157894736,29
31,20,502,0,0,0,3,99,34,92.25,0.042105263157894736,30
32,20,508,0,0,0,3,105,36,92.0,0.042105263157894736,31
33,20,517,0,0,0,3,108,38,91.75,0.042105263157894736,32
34,20,525,0,0,0,3,117,39,91.5,0.042105263157894736,33
35,20,539,0,0,0,3,123,41,91.25,0.042105263157894736,34
36,20,570,0,0,0,3,126,42,91.0,0.042105263157894736,35
37,20,579,0,0,0,3,132,46,90.75,0.042105263157894736,36
38,20,588,0,0,0,3,132,49,90.5,0.042105263157894736,37
39,20,601,0,0,0,3,135,52,90.25,0.042105263157894736,38
40,20,618,0,0,0,3,138,55,90.0,0.04736842105263158,39
41,20,627,0,0,0,3,141,59,89.75,0.04736842105263158,40
42,20,641,0,0,0,3,141,62,89.5,0.04736842105263158,41
43,20,654,0,0,0,3,144,65,89.25,0.04736842105263158,42
44,20,668,0,0,0,3,147,67,89.0,0.04736842105263158,43
45,20,676,0,0,0,3,147,71,88.75,0.04736842105263158,44
46,20,683,0,0,0,3,150,75,88.5,0.04736842105263158,45
47,20,701,0,0,0,3,153,77,88.25,0.04736842105263158,46
48,20,711,0,0,0,3,153,80,88.0,0.04736842105263158,47
49,20,718,0,0,0,3,156,83,87.75,0.04736842105263158,48
50,20,733,0,0,0,3,159,85,87.5,0.04736842105263158,49
