tick,num_agents,vocab_size,num_alliances,num_groups,passed_norms,open_proposals,total_research,total_votes,avg_energy,graph_density,longest_word_survival
1,20,29,0,0,0,0,0,0,99.75,0.010526315789473684,0
2,20,49,0,0,0,0,0,0,99.5,0.021052631578947368,1
3,20,102,0,0,0,0,0,0,99.25,0.02631578947368421,2
4,20,138,0,0,0,0,0,0,99.0,0.031578947368421054,3
5,20,168,0,0,0,0,6,0,98.75,0.031578947368421054,4
6,20,195,0,0,0,0,12,0,98.5,0.031578947368421054,5
7,20,231,0,0,0,0,21,0,98.25,0.042105263157894736,6
8,20,251,0,0,0,0,24,0,98.0,0.04736842105263158,7
9,20,264,0,0,0,0,33,0,97.75,0.04736842105263158,8
10,20,288,0,0,0,0,39,0,97.5,0.04736842105263158,9
11,20,303,0,0,0,0,45,0,97.25,0.04736842105263158,10
12,20,333,0,0,0,0,48,0,97.0,0.05263157894736842,11
13,20,341,0,0,0,0,51,0,96.75,0.05263157894736842,12
14,20,357,0,0,0,0,51,0,96.5,0.05263157894736842,13
15,20,367,0,0,0,0,60,0,96.25,0.05263157894736842,14
16,20,391,0,0,0,0,63,0,96.0,0.05263157894736842,15
17,20,416,0,0,0,0,63,0,95.75,0.05263157894736842,16
18,20,441,0,0,0,0,66,0,95.5,0.05263157894736842,17
19,20,464,0,0,0,0,69,0,95.25,0.05789473684210526,18
20,20,498,0,0,0,0,72,0,95.0,0.05789473684210526,19
21,20,523,0,0,0,0,72,0,94.75,0.05789473684210526,20
22,20,547,0,0,0,0,72,0,94.5,0.05789473684210526,21
23,20,575,0,0,0,0,72,0,94.25,0.05789473684210526,22
24,20,598,0,0,0,0,78,0,94.0,0.05789473684210526,23
25,20,615,0,0,0,0,81,0,93.75,0.05789473684210526,24
26,20,651,0,0,0,0,84,0,93.5,0.05789473684210526,25
27,20,666,0,0,0,0,84,0,93.25,0.05789473684210526,26
28,20,682,0,0,0,0,84,0,93.0,0.05789473684210526,27
29,20,708,0,0,0,0,87,0,92.75,0.05789473684210526,28
30,20,722,0,0,0,0,90,0,92.5,0.05789473684210526,29
31,20,739,0,0,0,0,90,0,92.25,0.05789473684210526,30
32,20,757,0,0,0,0,93,0,92.0,0.05789473684210526,31
33,20,776,0,0,0,0,93,0,91.75,0.05789473684210526,32
34,20,798,0,0,0,0,96,0,91.5,0.05789473684210526,33
35,20,808,0,0,0,0,99,0,91.25,0.05789473684210526,34
36,20,828,0,0,0,0,102,0,91.0,0.05789473684210526,35
37,20,841,0,0,0,0,102,0,90.75,0.05789473684210526,36
38,20,858,0,0,0,0,102,0,90.5,0.05789473684210526,37
39,20,872,0,0,0,0,102,0,90.25,0.05789473684210526,38
40,20,883,0,0,0,0,102,0,90.0,0.05789473684210526,39
41,20,898,0,0,0,0,105,0,89.75,0.05789473684210526,40
42,20,914,0,0,0,0,108,0,89.5,0.05789473684210526,41
43,20,928,0,0,0,0,108,0,89.25,0.05789473684210526,42
44,20,946,0,0,0,0,111,0,89.0,0.05789473684210526,43
45,20,960,0,0,0,0,111,0,88.75,0.05789473684210526,44
46,20,974,0,0,0,0,111,0,88.5,0.05789473684210526,45
47,20,982,0,0,0,0,114,0,88.25,0.05789473684210526,46
48,20,991,0,0,0,0,114,0,88.0,0.05789473684210526,47
49,20,1002,0,0,0,0,117,0,87.75,0.05789473684210526,48
50,20,1011,0,0,0,0,120,0,87.5,0.05789473684210526,49
