num_agents,vocab_size,num_alliances,num_groups,passed_norms,open_proposals,total_research,total_votes,avg_energy,graph_density,longest_word_survival,tick
15,14,0,0,0,0,3,0,99.83333333333333,0.0,0,1
15,21,0,0,0,0,9,0,99.66666666666667,0.0,1,2
15,26,0,0,0,0,12,0,99.5,0.0,2,3
15,36,0,0,0,0,24,0,99.33333333333333,0.0,3,4
15,38,0,0,0,0,27,0,99.16666666666667,0.0,4,5
15,42,0,0,0,0,39,0,99.0,0.0,5,6
15,47,0,0,0,0,51,0,98.83333333333333,0.0,6,7
15,48,0,0,0,0,60,0,98.66666666666667,0.0,7,8
15,53,0,0,0,0,66,0,98.5,0.0,8,9
15,65,0,0,0,0,75,0,98.33333333333333,0.0,9,10
15,68,0,0,0,0,90,0,98.16666666666667,0.0,10,11
15,71,0,0,0,0,93,0,98.0,0.0,11,12
15,72,0,0,0,0,102,0,97.83333333333333,0.0,12,13
15,74,0,0,0,2,108,0,97.66666666666667,0.0,13,14
15,74,0,0,0,2,114,2,97.5,0.0,14,15
15,75,0,0,0,2,117,4,97.33333333333333,0.0,15,16
15,77,0,0,0,2,129,5,97.16666666666667,0.0,16,17
15,80,0,0,0,2,135,6,97.0,0.0,17,18
15,84,0,0,0,3,147,6,96.83333333333333,0.0,18,19
15,85,0,0,0,3,156,7,96.66666666666667,0.0,19,20
