tick,num_agents,vocab_size,num_alliances,num_groups,passed_norms,open_proposals,total_research,total_votes,avg_energy,graph_density,longest_word_survival
1,20,27,0,0,0,0,0,0,99.75,0.010526315789473684,0
2,20,62,0,0,0,0,0,0,99.5,0.021052631578947368,1
3,20,96,0,0,0,0,0,0,99.25,0.031578947368421054,2
4,20,131,0,0,0,0,0,0,99.0,0.03684210526315789,3
5,20,163,0,0,0,0,6,0,98.75,0.03684210526315789,4
6,20,179,0,0,0,0,15,0,98.5,0.03684210526315789,5
7,20,202,0,0,0,0,18,0,98.25,0.042105263157894736,6
8,20,216,0,0,0,0,18,0,98.0,0.04736842105263158,7
9,20,249,0,0,0,0,21,0,97.75,0.05789473684210526,8
10,20,271,0,0,0,0,21,0,97.5,0.05789473684210526,9
11,20,284,0,0,0,0,21,0,97.25,0.05789473684210526,10
12,20,309,0,0,0,0,21,0,97.0,0.05789473684210526,11
13,20,336,0,0,0,0,21,0,96.75,0.05789473684210526,12
14,20,371,0,0,0,0,21,0,96.5,0.05789473684210526,13
15,20,400,0,0,0,0,24,0,96.25,0.05789473684210526,14
16,20,424,0,0,0,0,27,0,96.0,0.05789473684210526,15
17,20,458,0,0,0,0,27,0,95.75,0.05789473684210526,16
18,20,485,0,0,0,0,30,0,95.5,0.05789473684210526,17
19,20,512,0,0,0,0,33,0,95.25,0.05789473684210526,18
20,20,536,0,0,0,0,33,0,95.0,0.05789473684210526,19
21,20,564,0,0,0,0,33,0,94.75,0.05789473684210526,20
22,20,589,0,0,0,0,33,0,94.5,0.05789473684210526,21
23,20,613,0,0,0,0,36,0,94.25,0.05789473684210526,22
24,20,630,0,0,0,0,42,0,94.0,0.05789473684210526,23
25,20,650,0,0,0,0,45,0,93.75,0.05789473684210526,24
26,20,671,0,0,0,0,48,0,93.5,0.05789473684210526,25
27,20,688,0,0,0,0,48,0,93.25,0.05789473684210526,26
28,20,698,0,0,0,0,48,0,93.0,0.05789473684210526,27
29,20,714,0,0,0,0,51,0,92.75,0.05789473684210526,28
30,20,738,0,0,0,0,54,0,92.5,0.05789473684210526,29
31,20,754,0,0,0,0,54,0,92.25,0.05789473684210526,30
32,20,785,0,0,0,0,57,0,92.0,0.05789473684210526,31
33,20,799,0,0,0,0,60,0,91.75,0.05789473684210526,32
34,20,813,0,0,0,0,60,0,91.5,0.05789473684210526,33
35,20,831,0,0,0,0,60,0,91.25,0.05789473684210526,34
36,20,845,0,0,0,0,63,0,91.0,0.060526315789473685,35
37,20,868,0,0,0,0,63,0,90.75,0.06315789473684211,36
38,20,886,0,0,0,0,63,0,90.5,0.06315789473684211,37
39,20,897,0,0,0,0,63,0,90.25,0.06315789473684211,38
40,20,914,0,0,0,0,63,0,90.0,0.06315789473684211,39
41,20,937,0,0,0,0,66,0,89.75,0.06315789473684211,40
42,20,954,0,0,0,0,69,0,89.5,0.06315789473684211,41
43,20,973,0,0,0,0,69,0,89.25,0.06315789473684211,42
44,20,989,0,0,0,0,72,0,89.0,0.06315789473684211,43
45,20,999,0,0,0,0,72,0,88.75,0.06315789473684211,44
46,20,1011,0,0,0,0,72,0,88.5,0.06315789473684211,45
47,20,1020,0,0,0,0,75,0,88.25,0.06315789473684211,46
48,20,1028,0,0,0,0,78,0,88.0,0.06315789473684211,47
49,20,1042,0,0,0,0,81,0,87.75,0.06315789473684211,48
50,20,1058,0,0,0,0,84,0,87.5,0.06315789473684211,49
