tick,num_agents,vocab_size,num_alliances,num_groups,passed_norms,open_proposals,total_research,total_votes,avg_energy,graph_density,longest_word_survival
1,20,13,0,0,0,0,0,0,99.75,0.005263157894736842,0
2,20,38,0,0,0,0,3,0,99.525,0.015789473684210527,1
3,20,86,0,0,0,0,9,0,99.3,0.02631578947368421,2
4,20,108,0,0,0,0,9,0,99.05,0.03684210526315789,3
5,20,142,0,0,0,0,9,0,98.8,0.03684210526315789,4
6,20,165,0,0,0,0,12,0,98.55,0.03684210526315789,5
7,20,174,0,0,0,0,15,0,98.3,0.03684210526315789,6
8,20,188,0,0,0,0,15,0,98.05,0.042105263157894736,7
9,20,192,0,0,0,0,18,0,97.8,0.042105263157894736,8
10,20,207,0,0,0,0,18,0,97.55,0.042105263157894736,9
11,20,228,0,0,0,0,21,0,97.3,0.042105263157894736,10
12,20,235,0,0,0,0,21,0,97.05,0.042105263157894736,11
13,20,255,0,0,0,0,24,0,96.8,0.042105263157894736,12
14,20,262,0,0,0,0,27,0,96.55,0.042105263157894736,13
15,20,269,0,0,0,0,30,0,96.3,0.042105263157894736,14
16,20,293,0,0,0,0,30,0,96.05,0.04736842105263158,15
17,20,310,0,0,0,0,33,0,95.8,0.04736842105263158,16
18,20,331,0,0,0,0,36,0,95.55,0.04736842105263158,17
19,20,341,0,0,0,0,36,0,95.3,0.04736842105263158,18
20,20,348,0,0,0,0,36,0,95.05,0.04736842105263158,19
21,20,358,0,0,0,0,39,0,94.8,0.04736842105263158,20
22,20,371,0,0,0,0,45,0,94.55,0.04736842105263158,21
23,20,382,0,0,0,0,45,0,94.3,0.04736842105263158,22
24,20,389,0,0,0,0,51,0,94.05,0.04736842105263158,23
25,20,395,0,0,0,0,51,0,93.8,0.04736842105263158,24
26,20,404,0,0,0,0,51,0,93.55,0.04736842105263158,25
27,20,409,0,0,0,0,51,0,93.3,0.04736842105263158,26
28,20,424,0,0,0,0,54,0,93.05,0.04736842105263158,27
29,20,440,0,0,0,0,57,0,92.8,0.04736842105263158,28
30,20,446,0,0,0,0,63,0,92.55,0.05263157894736842,29
31,20,452,0,0,0,0,69,0,92.3,0.05263157894736842,30
32,20,464,0,0,0,0,75,0,92.05,0.05263157894736842,31
33,20,476,0,0,0,0,75,0,91.8,0.05263157894736842,32
34,20,482,0,0,0,0,78,0,91.55,0.05263157894736842,33
35,20,489,0,0,0,0,81,0,91.3,0.05263157894736842,34
36,20,497,0,0,0,0,84,0,91.05,0.05526315789473684,35
37,20,501,0,0,0,0,87,0,90.8,0.05526315789473684,36
38,20,512,0,0,0,0,90,0,90.55,0.05789473684210526,37
39,20,525,0,0,0,0,96,0,90.3,0.05789473684210526,38
40,20,534,0,0,0,0,96,0,90.05,0.05789473684210526,39
41,20,554,0,0,0,0,96,0,89.8,0.05789473684210526,40
42,20,561,0,0,0,0,99,0,89.55,0.05789473684210526,41
43,20,577,0,0,0,0,102,0,89.3,0.05789473684210526,42
44,20,578,0,0,0,0,105,0,89.05,0.05789473684210526,43
45,20,581,0,0,0,0,108,0,88.8,0.05789473684210526,44
46,20,590,0,0,0,0,114,0,88.55,0.05789473684210526,45
47,20,601,0,0,0,0,117,0,88.3,0.05789473684210526,46
48,20,606,0,0,0,0,120,0,88.05,0.05789473684210526,47
49,20,617,0,0,0,0,123,0,87.8,0.05789473684210526,48
50,20,620,0,0,0,0,126,0,87.55,0.05789473684210526,49
